Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
BDCQ.SF1II1CA,2017.03,7597.414,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF1II1CA,2017.09,7386.538,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF1II1CA,2018.03,8009.297,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF1II1CA,2018.09,7871.432,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF1II1CA,2019.03,8288.146,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF1II1CA,2019.09,8135.532,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF1II1CA,2020.03,7937.651,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF1II1CA,2020.09,6523.507,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Transport, Postal and Warehousing",Current prices,Unadjusted,
BDCQ.SF1JJ1CA,2016.09,3686.892,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF1JJ1CA,2017.03,3646.739,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF1JJ1CA,2017.09,3742.768,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF1JJ1CA,2018.03,3637.454,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF1JJ1CA,2018.09,3741.137,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF1JJ1CA,2019.03,3670.674,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF1JJ1CA,2019.09,3728.969,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF1JJ1CA,2020.03,3724.404,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF1JJ1CA,2020.09,3713.045,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Information Media and Telecommunications,Current prices,Unadjusted,
BDCQ.SF1LL1CA,2016.09,6352.806,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF1LL1CA,2017.03,6480.287,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF1LL1CA,2017.09,6531.226,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF1LL1CA,2018.03,7031.13,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF1LL1CA,2018.09,7672.916,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF1LL1CA,2019.03,7411.122,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF1LL1CA,2019.09,7895.094,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF1LL1CA,2020.03,7785.523,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF1LL1CA,2020.09,7716.117,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Rental, Hiring and Real Estate Services",Current prices,Unadjusted,
BDCQ.SF1MN1CA,2016.09,8981.226,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF1MN1CA,2017.03,8367.531,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF1MN1CA,2017.09,9623.008,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF1MN1CA,2018.03,9008.065,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF1MN1CA,2018.09,10362.386,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF1MN1CA,2019.03,9748.995,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF1MN1CA,2019.09,11438.635,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF1MN1CA,2020.03,10368.379,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF1MN1CA,2020.09,11524.359,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),"Professional, Scientific and Technical Services",Current prices,Unadjusted,
BDCQ.SF1MN2CA,2016.09,3983.202,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF1MN2CA,2017.03,3712.874,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF1MN2CA,2017.09,4161.829,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF1MN2CA,2018.03,4122.543,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF1MN2CA,2018.09,4548.408,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF1MN2CA,2019.03,4284.569,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF1MN2CA,2019.09,4701.596,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF1MN2CA,2020.03,4098.939,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF1MN2CA,2020.09,3639.329,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Administrative and Support Services,Current prices,Unadjusted,
BDCQ.SF1PP1CA,2016.09,615.288,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Education and Training,Current prices,Unadjusted,
BDCQ.SF1PP1CA,2017.03,682.043,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Education and Training,Current prices,Unadjusted,
BDCQ.SF1PP1CA,2017.09,664.329,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Education and Training,Current prices,Unadjusted,
BDCQ.SF1PP1CA,2018.03,746.61,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Education and Training,Current prices,Unadjusted,
BDCQ.SF1PP1CA,2018.09,734.115,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Education and Training,Current prices,Unadjusted,
BDCQ.SF1PP1CA,2019.03,770.617,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Education and Training,Current prices,Unadjusted,
BDCQ.SF1PP1CA,2019.09,803.775,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Education and Training,Current prices,Unadjusted,
BDCQ.SF1PP1CA,2020.03,889.277,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Education and Training,Current prices,Unadjusted,
BDCQ.SF1PP1CA,2020.09,733.89,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Education and Training,Current prices,Unadjusted,
BDCQ.SF1QQ1CA,2016.09,3268.826,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Health Care and Social Assistance,Current prices,Unadjusted,
BDCQ.SF1QQ1CA,2017.03,3201.629,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Health Care and Social Assistance,Current prices,Unadjusted,
BDCQ.SF1QQ1CA,2017.09,3377.596,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Health Care and Social Assistance,Current prices,Unadjusted,
BDCQ.SF1QQ1CA,2018.03,3371.821,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Health Care and Social Assistance,Current prices,Unadjusted,
BDCQ.SF1QQ1CA,2018.09,3730.534,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Health Care and Social Assistance,Current prices,Unadjusted,
BDCQ.SF1QQ1CA,2019.03,3650.845,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Health Care and Social Assistance,Current prices,Unadjusted,
BDCQ.SF1QQ1CA,2019.09,4088.925,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Health Care and Social Assistance,Current prices,Unadjusted,
BDCQ.SF1QQ1CA,2020.03,3982.186,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Health Care and Social Assistance,Current prices,Unadjusted,
BDCQ.SF1QQ1CA,2020.09,4773.693,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Health Care and Social Assistance,Current prices,Unadjusted,
BDCQ.SF1RS1CA,2016.09,1168.528,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF1RS1CA,2017.03,1222.957,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF1RS1CA,2017.09,1188.992,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF1RS1CA,2018.03,1263.25,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF1RS1CA,2018.09,1321.908,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF1RS1CA,2019.03,1328.926,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF1RS1CA,2019.09,1391.141,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF1RS1CA,2020.03,1364.155,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF1RS1CA,2020.09,1225.711,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF1RS2CA,2016.09,2130.915,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Other Services,Current prices,Unadjusted,
BDCQ.SF1RS2CA,2017.03,2106.601,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Other Services,Current prices,Unadjusted,
BDCQ.SF1RS2CA,2017.09,2272.563,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Other Services,Current prices,Unadjusted,
BDCQ.SF1RS2CA,2018.03,2159.722,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Other Services,Current prices,Unadjusted,
BDCQ.SF1RS2CA,2018.09,2434.241,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Other Services,Current prices,Unadjusted,
BDCQ.SF1RS2CA,2019.03,2366.432,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Other Services,Current prices,Unadjusted,
BDCQ.SF1RS2CA,2019.09,2562.344,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Other Services,Current prices,Unadjusted,
BDCQ.SF1RS2CA,2020.03,2364.816,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Other Services,Current prices,Unadjusted,
BDCQ.SF1RS2CA,2020.09,2505.344,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Sales (operating income),Other Services,Current prices,Unadjusted,
BDCQ.SF2AA2CA,2016.09,679.087,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Forestry and Logging,Current prices,Unadjusted,
BDCQ.SF2AA2CA,2017.03,703.814,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Forestry and Logging,Current prices,Unadjusted,
BDCQ.SF2AA2CA,2017.09,828.607,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Forestry and Logging,Current prices,Unadjusted,
BDCQ.SF2AA2CA,2018.03,954.802,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Forestry and Logging,Current prices,Unadjusted,
BDCQ.SF2AA2CA,2018.09,1087.09,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Forestry and Logging,Current prices,Unadjusted,
BDCQ.SF2AA2CA,2019.03,1007.684,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Forestry and Logging,Current prices,Unadjusted,
BDCQ.SF2AA2CA,2019.09,1076.938,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Forestry and Logging,Current prices,Unadjusted,
BDCQ.SF2AA2CA,2020.03,821.351,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Forestry and Logging,Current prices,Unadjusted,
BDCQ.SF2AA2CA,2020.09,1113.127,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Forestry and Logging,Current prices,Unadjusted,
BDCQ.SF2AA3CA,2016.09,760.118,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Unadjusted,
BDCQ.SF2AA3CA,2017.03,845.049,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Unadjusted,
BDCQ.SF2AA3CA,2017.09,904.947,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Unadjusted,
BDCQ.SF2AA3CA,2018.03,986.879,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Unadjusted,
BDCQ.SF2AA3CA,2018.09,980.53,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Unadjusted,
BDCQ.SF2AA3CA,2019.03,1063.559,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Unadjusted,
BDCQ.SF2AA3CA,2019.09,1023.559,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Unadjusted,
BDCQ.SF2AA3CA,2020.03,987.553,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Unadjusted,
BDCQ.SF2AA3CA,2020.09,1069.897,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Fishing, Aquaculture and Agriculture, Forestry and Fishing Support Services",Current prices,Unadjusted,
BDCQ.SF2BB1CA,2016.09,652.731,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Mining,Current prices,Unadjusted,
BDCQ.SF2BB1CA,2017.03,627.075,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Mining,Current prices,Unadjusted,
BDCQ.SF2BB1CA,2017.09,701.891,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Mining,Current prices,Unadjusted,
BDCQ.SF2BB1CA,2018.03,727.368,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Mining,Current prices,Unadjusted,
BDCQ.SF2BB1CA,2018.09,759.113,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Mining,Current prices,Unadjusted,
BDCQ.SF2BB1CA,2019.03,634.877,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Mining,Current prices,Unadjusted,
BDCQ.SF2BB1CA,2019.09,673.464,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Mining,Current prices,Unadjusted,
BDCQ.SF2BB1CA,2020.03,621.335,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Mining,Current prices,Unadjusted,
BDCQ.SF2BB1CA,2020.09,528.234,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Mining,Current prices,Unadjusted,
BDCQ.SF2CC1CA,2016.09,6762.819,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC1CA,2017.03,9639.343,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC1CA,2017.09,8178.247,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC1CA,2018.03,10387.143,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC1CA,2018.09,8527.784,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC1CA,2019.03,11094.75,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC1CA,2019.09,8953.428,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC1CA,2020.03,11375.004,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC1CA,2020.09,9175.31,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2016.09,365.938,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2017.03,379.005,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2017.09,362.323,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2018.03,377.845,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2018.09,388.968,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2019.03,380.822,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2019.09,362.39,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2020.03,308.116,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2020.09,330.791,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC3CA,2016.09,1726.374,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2017.03,1584.134,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2017.09,1775.458,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2018.03,1677.047,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2018.09,1807.769,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2019.03,1728.61,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2019.09,1872.256,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2020.03,1679.871,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2020.09,1810.385,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2016.09,246.931,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2017.03,218.668,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2017.09,235.919,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2018.03,239.293,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2018.09,243.025,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2019.03,239.873,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2019.09,231.062,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2020.03,204.501,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2020.09,196.593,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC5CA,2016.09,2949.43,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC5CA,2017.03,3288.163,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC5CA,2017.09,3301.549,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC5CA,2018.03,3545.566,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC5CA,2018.09,3996.547,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC5CA,2019.03,3728.996,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable,Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
